iteration,condition,num_docs,purity,RI,NMI
1,TA,2,0.14375674703130623,0.4154595803651684,0.05657656084807984
1,TA,3,0.2060093558834113,0.5465131134994502,0.12080359942604872
1,TA,4,0.2087081684059014,0.6108972516372083,0.1042067937670552
1,TA,5,0.20726880172724002,0.6289221009806252,0.1015316845176113
1,TA,6,0.21338611011155093,0.6607795179442622,0.13521458779012938
1,TA,7,0.21266642677222022,0.6913309628377514,0.16444521025248265
1,TA,8,0.215545160129543,0.7712919649887071,0.16407070431506374
1,TA,9,0.2401943145016193,0.8013191561198046,0.18156789498368436
1,TA,10,0.24523209787693415,0.7600729603753905,0.1883283190117882
1,TA,11,0.24055415617128464,0.7777642584428588,0.187040119564284
1,TA,12,0.24541201871176682,0.7969814354205295,0.18447747140934523
1,TA,13,0.2716804605973372,0.7982729024458679,0.2048330762859021
1,TA,14,0.2724001439366679,0.792233817696064,0.21295165743329195
1,TA,15,0.33213386110111554,0.7955554082027194,0.21494593499736642
1,TA,16,0.3330334652752789,0.8056099296874428,0.23516244262427674
1,TA,17,0.3553436487945304,0.8290393975795872,0.2336621066902701
1,TA,18,0.36038143216984525,0.81148848762438,0.23354126735949288
1,TA,19,0.37549478229578986,0.8135877043325338,0.23728953837831884
1,TA,20,0.37549478229578986,0.8275459607562128,0.25336034964079235
1,TA,21,0.3778337531486146,0.8324773522180383,0.2510937288677627
1,TA,22,0.3790931989924433,0.8371198083676366,0.2548303913100553
1,TA,23,0.3776538323137819,0.8414877694951526,0.2698275148675171
1,TA,24,0.37819359481827997,0.853918139614035,0.2795391139567823
1,TA,25,0.34832673623605614,0.8516365090164718,0.2779794874168273
1,TA,26,0.36937747391147896,0.8532719528187155,0.2762705142625683
1,TA,27,0.3909679740913998,0.8622757003654041,0.2752239895332127
1,TA,28,0.3918675782655632,0.8625064212344014,0.2764487965398082
1,TA,29,0.3918675782655632,0.8627723686407924,0.2769874823030103
1,TA,30,0.3898884490824037,0.8633198693276776,0.2805883990996855
1,TA,31,0.3929471032745592,0.8636573706381501,0.27730271957752317
1,TA,32,0.40626124505217703,0.8661597498864041,0.3010396488328343
1,TA,33,0.41777617848146814,0.8534428403778745,0.31986364767631587
1,TA,34,0.4154372076286434,0.8494307708855,0.31910394728786345
1,TA,35,0.41651673263763944,0.856500490872733,0.32221360655798464
1,TA,36,0.4154372076286434,0.8590394565063317,0.3228417424102801
1,TA,37,0.41597697013314144,0.8603847994123903,0.3216935022433515
1,TA,38,0.41579704929830874,0.8616466088014669,0.3225613470512147
1,TA,39,0.44584382871536526,0.8649038979264456,0.32931596656167555
1,TA,40,0.4595178121626484,0.868238180347309,0.3305454754165186
1,TA,41,0.46113709967614247,0.8687720178000211,0.33891388373684384
1,TA,42,0.4640158330334653,0.8788680470245782,0.33876936482085807
1,TA,43,0.46923353724361283,0.8776756546356601,0.33507554098050046
1,TA,44,0.4708528247571069,0.8833334639219064,0.335177259877053
1,TA,45,0.46977329974811083,0.8826464169333965,0.3351510295058585
1,TA,46,0.473551637279597,0.8838876343392171,0.33802784803308544
1,TA,47,0.4650953580424613,0.8841663384144808,0.361315713794997
1,TA,48,0.465815041381792,0.8849545969433338,0.36105213631713656
1,TA,49,0.4654551997121267,0.8852301280400453,0.3627317822782623
1,TA,50,0.4654551997121267,0.8867393650015156,0.36280393498931623
1,TA,51,0.4661748830514574,0.8871652564287945,0.36976998562494384
1,TA,52,0.48488664987405544,0.887664320626763,0.37394134497954984
1,TA,53,0.4836272040302267,0.887688085588571,0.37526461373404857
1,TA,54,0.4836272040302267,0.8876247555268592,0.374676351087195
1,TA,55,0.48758546239654554,0.892446517341979,0.3745641178137271
1,TA,56,0.491723641597697,0.8930929631559559,0.3738034486194025
1,TA,57,0.4919035624325297,0.8963267463377838,0.3752290103563971
1,TA,58,0.5048578625404821,0.8975706834395062,0.3763313647323787
1,TA,59,0.5048578625404821,0.8987883949021761,0.3759141366445085
1,TA,60,0.5053976250449802,0.8995132586146529,0.37383380086836887
1,TA,61,0.5068369917236416,0.9022494669557919,0.3830791636471399
1,TA,62,0.5048578625404821,0.9032547831194692,0.3830234639334358
1,TA,63,0.5017992083483267,0.9044198490400412,0.3829468811596205
1,TA,64,0.5023389708528248,0.9047629840063102,0.386650033769251
1,TA,65,0.5237495501979129,0.9043420786881845,0.3863914081087947
1,TA,66,0.525368837711407,0.9045895062605781,0.3859966387119418
1,TA,67,0.5244692335372436,0.907918932081617,0.3858512734255942
1,TA,68,0.5244692335372436,0.9075523559268617,0.3889937644538838
1,TA,69,0.5246491543720763,0.909025977822952,0.39074254395397917
1,TA,70,0.5241093918675782,0.9090428140356771,0.39088847637232654
1,TA,71,0.524289312702411,0.9096195838308381,0.3901817777846033
1,TA,72,0.5235696293630803,0.9096881590203604,0.3905362788065668
1,TA,73,0.524289312702411,0.9093157549458155,0.39039048746559823
1,TA,74,0.5244692335372436,0.9092310558448758,0.3906072393527764
